,original,duplicate
3435,880835,"{880835: 76.81669972704614, 877180: 57.93593005332651, 877688: 57.19525099631317, 878463: 54.21639132743199, 878482: 54.21639132743199}"
3436,881041,"{881041: 119.47345313028858, 899893: 64.22424366372701, 895418: 62.52133856128032, 901371: 62.52133856128032, 904989: 62.52133856128032}"
3437,881436,"{881436: 87.31837593300556, 868135: 29.031491552246347, 867368: 26.176945922897637, 357301: 26.04542584684627, 898040: 25.344031119801723}"
3438,881679,"{881679: 91.32662892676457, 881674: 88.39039440811156, 730779: 74.27978127592209, 639208: 72.57935171423834, 721536: 69.54430404040092}"
3439,881807,"{881807: 135.80358739109693, 868903: 40.16783704482558, 882560: 33.78026059987777, 299424: 29.07772326163488, 711193: 28.95976364586444}"
3440,882009,"{882009: 228.93424224540058, 893065: 66.03888908287367, 942266: 52.18200155407575, 626421: 50.70151289822252, 945753: 49.8128906237223}"
3441,882350,"{882350: 141.45336943078007, 883699: 70.6721385135409, 880975: 70.08102091200412, 887273: 66.98701316053747, 888777: 65.2385869941962}"
3442,882484,"{882484: 47.54195782370427, 862019: 20.420957086843217, 828680: 17.795117151160976, 834756: 17.69596411050234, 479908: 17.534244904327064}"
3443,882560,"{882560: 92.75498670894727, 868903: 33.04353716008626, 881807: 29.530152272477093, 917706: 29.390454459857168, 918240: 24.270419013822384}"
3444,882571,"{882571: 108.73925540468456, 945229: 66.10896450444805, 942249: 62.88274477948883, 899429: 62.82798205614181, 887611: 62.76784293301216}"
3445,882604,"{882604: 213.14664259890068, 888261: 71.0281955122331, 460270: 70.58151763030496, 881607: 69.63440444976679, 877688: 68.53219709806498}"
3446,882797,"{882797: 118.8779692951015, 719543: 26.632804475447386, 651580: 24.61195544602569, 527656: 24.442013848846994, 604614: 24.043121388175578}"
3447,882886,"{882886: 98.44036173153847, 883666: 69.99734135608833, 919067: 64.15094562828575, 913858: 61.97288359005662, 880757: 61.75610498936062}"
3448,883225,"{883225: 198.39064915659807, 883246: 45.88926220262809, 762157: 39.9607766730491, 636727: 37.03830385749737, 825039: 36.61727031082445}"
3449,883235,"{883235: 169.44957194977528, 882467: 49.682477893123384, 781018: 47.39250455907915, 782654: 35.573711714039284, 865352: 33.64128040452847}"
3450,883326,"{883326: 217.6400612564481, 883346: 63.907953656659565, 759656: 43.738900690042605, 767693: 37.71746647013261, 572972: 37.17168948628089}"
3451,883638,"{883638: 147.17133667454226, 814889: 31.80490967867508, 589374: 30.707933495006042, 835722: 27.217830982396812, 590298: 26.461749974195172}"
3452,883652,"{883652: 119.95795227906233, 883561: 38.31649935565559, 402487: 36.290972688782894, 791123: 35.691197005900726, 920201: 35.559066364596724}"
3453,883762,"{883762: 121.70725454613253, 878372: 66.6090459169733, 878712: 66.29515338877422, 890276: 66.20487306026618, 874255: 65.70192455032232}"
3454,884137,"{884137: 150.09559068596232, 882571: 73.53235476178176, 940773: 66.8681791501444, 913858: 64.88371706903993, 902854: 63.46667849730334}"
3455,884313,"{884313: 212.91398159366324, 814901: 56.99352053900716, 814902: 56.99352053900716, 816456: 56.99352053900716, 819258: 56.99352053900716}"
3456,884318,"{884318: 132.82949679687124, 864519: 23.951382651334555, 886067: 22.82219253814677, 859221: 22.491887903268236, 933347: 22.37138019276153}"
3457,884370,"{884370: 120.23066909602704, 813316: 36.84894317969928, 808198: 34.30926643418233, 840336: 31.25073550504439, 874790: 30.764148012326398}"
3458,884458,"{884458: 150.90718370562502, 785436: 41.23864390385624, 621029: 29.44315634557608, 863694: 26.285626129573725, 870100: 26.045996282536443}"
3459,884759,"{884759: 183.180531280994, 884756: 81.43066634500866, 710559: 28.384855207499953, 712592: 27.522673207329937, 723309: 27.522673207329937}"
3460,885072,"{885072: 40.16875999025109, 161032: 16.356110056965747, 206517: 16.356110056965747, 437456: 16.308387082691045, 933262: 16.304041626123244}"
3461,885076,"{885076: 60.285753891868225, 885071: 29.778243604398526, 934113: 21.643457704667004, 671553: 21.45006502809321, 943530: 21.376271544075273}"
3462,885080,"{885080: 72.3977178422997, 580964: 25.93325691178689, 604531: 23.15426626189943, 942011: 19.448039757003194, 924201: 18.134625609212566}"
3463,885086,"{885086: 135.4843312198852, 820303: 22.241809540700494, 712868: 19.166526431606254, 885080: 19.05639683379381, 325573: 18.92554795040165}"
3464,885334,"{885334: 224.5296451022387, 885318: 86.40415074370114, 582340: 30.57034588114075, 416832: 28.328748759578993, 345127: 28.26380983057787}"
3465,885366,"{885366: 138.71636173110915, 663777: 33.55281478521259, 407170: 28.33666581013978, 555184: 27.774133408854567, 748214: 27.480827187779752}"
3466,885534,"{885534: 179.71905201717794, 266621: 31.848309395467318, 510388: 31.759578881331304, 858662: 31.57685809337056, 295744: 31.340034527216417}"
3467,885543,"{885543: 60.699634850947355, 940052: 24.021146217495044, 939935: 23.041604790379857, 895836: 23.039743705927826, 886453: 22.730190533129765}"
3468,885725,"{885725: 118.8231222095735, 885402: 29.19071683615514, 451292: 26.552892888950836, 348572: 26.508314241696723, 545389: 25.02306658677126}"
3469,885746,"{885746: 202.7521383056999, 371814: 86.4465530013019, 938961: 86.4330907364216, 903714: 83.23194930490904, 416230: 81.09994570750676}"
3470,885796,"{885796: 145.45629702489435, 708797: 31.829287546917826, 912347: 31.709047681196928, 926131: 30.823407038994226, 825804: 30.634054648712237}"
3471,886084,"{886084: 103.44406453477852, 884519: 64.30091907103873, 875493: 62.16772414338302, 878481: 60.78422991745995, 822561: 59.15905633127529}"
3472,886453,"{886453: 98.76038522692433, 952191: 30.476775619226537, 940859: 29.42403267435599, 944742: 28.319287211976985, 885543: 26.258132677755384}"
3473,886465,"{886465: 136.76179318917656, 498034: 54.32004401342569, 794110: 54.120370933449536, 913804: 53.879310741763625, 912390: 53.07698274112229}"
3474,886816,"{886816: 53.49101683981921, 812255: 19.882221786548413, 836887: 17.776758000664906, 878126: 17.776758000664906, 887319: 17.775519025288833}"
3475,886848,"{886848: 157.44686808015172, 823577: 27.537600908381688, 711164: 21.269698013461372, 854185: 21.21139994431398, 407587: 20.169246060042443}"
3476,887074,"{887074: 114.68663402595999, 887311: 75.24309244330377, 887143: 71.58402244001985, 895630: 69.71609587181389, 887079: 69.3385945602637}"
3477,887079,"{887079: 159.8741668422282, 887074: 79.95601310368997, 887311: 71.00994499962817, 895630: 69.71609587181389, 922516: 68.33010311972271}"
3478,887143,"{887143: 151.60874170023567, 890276: 82.30236072383155, 887074: 76.28170013156749, 894247: 76.16948758515906, 887311: 72.55697991641946}"
3479,887210,"{887210: 154.7620272604074, 887206: 60.20809066282979, 828484: 37.43623493617586, 814404: 36.999024521442124, 820995: 36.13283131585327}"
3480,887230,"{887230: 180.20940510513122, 887604: 65.06012787269614, 941012: 55.36061409539329, 691290: 54.603570167032345, 723675: 54.57237503394159}"
3481,887464,"{887461: 91.47782710280846, 887464: 91.47782710280846, 877688: 72.73681230703025, 887472: 69.88173976802393, 887473: 69.88173976802393}"
3482,887473,"{887472: 93.65831297766755, 887473: 93.65831297766755, 877688: 72.73681230703025, 887461: 70.80819654221267, 887464: 70.80819654221267}"
3483,887605,"{887605: 32.94051388199492, 861686: 23.420812149850796, 889944: 22.94147766793175, 449522: 19.80770843322346, 296629: 19.030214305908313}"
3484,887754,"{887754: 164.3611114026408, 890685: 71.9180780692674, 888540: 69.96464284141071, 895630: 69.71609587181389, 896531: 67.53918807130958}"
3485,887825,"{887825: 233.81071138447024, 749943: 61.75414803231524, 454554: 60.521029267751715, 898571: 57.95736161060181, 918205: 57.81380866035828}"
3486,887913,"{887913: 160.48254640435968, 890276: 76.2784329175023, 883641: 67.87940635660527, 878372: 66.6090459169733, 878712: 66.29515338877422}"
3487,888142,"{888142: 139.34469167345694, 887823: 78.93869345836691, 719775: 69.82685511417687, 895630: 69.71609587181389, 945034: 67.91802221169276}"
3488,888442,"{888442: 145.55809309808512, 874409: 71.18257291654007, 880081: 66.49532014977217, 886644: 66.269199179444, 880641: 65.51549965399238}"
3489,888475,"{888475: 163.69967731894485, 431298: 65.5592942350956, 923655: 63.33717327559388, 453634: 63.2572356469288, 455781: 63.2572356469288}"
3490,888547,"{888547: 111.92193080811188, 922516: 59.62598787377397, 884646: 58.54641941385898, 946634: 58.54641941385898, 878372: 57.47150861109212}"
3491,888586,"{888586: 122.93621816856117, 770316: 25.93633792802936, 922387: 25.710757314101016, 922765: 25.295069879629267, 865751: 23.65361448991266}"
3492,888696,"{888696: 195.64121514511604, 877688: 72.73681230703025, 888261: 71.54205965196317, 887461: 70.80819654221267, 887464: 70.80819654221267}"
3493,888699,"{888699: 135.33011413172207, 914021: 58.68565085621954, 895630: 58.4685492778038, 896285: 56.73583898333689, 922516: 55.70789166548541}"
3494,889065,"{889065: 137.11636371141716, 879585: 68.71409192413523, 877528: 63.626523196083994, 884646: 63.47474956819698, 878372: 62.80810019297656}"
3495,889195,"{889195: 195.860504243916, 890276: 82.30236072383155, 887823: 81.6676536211748, 887143: 78.45067938565501, 210137: 73.78471889405449}"
3496,889240,"{889240: 134.73438980773673, 875590: 103.71234119280761, 901949: 79.16577336041037, 903596: 79.04751875251793, 902751: 78.076825966869}"
3497,889242,"{889242: 148.9876229218172, 872544: 38.444196261118435, 944947: 29.74386231167781, 463764: 29.672666626448535, 291593: 28.079888384899782}"
3498,889278,"{889278: 164.88531925253508, 888967: 60.60391742931364, 890259: 60.51625198050611, 708133: 59.85114055059917, 876131: 58.64347340749951}"
3499,889361,"{889361: 199.4593504554662, 746021: 48.39344849136592, 635109: 39.487958752960715, 707650: 35.787491277076484, 881468: 35.56562818853973}"
3500,889493,"{889493: 65.53129719876281, 888563: 22.61751582581564, 780445: 19.31338311335184, 740948: 17.2757280752002, 813706: 16.68740719824268}"
3501,889638,"{889638: 88.55761468110494, 677929: 35.61293320962192, 775130: 32.7842232977118, 952294: 25.225725354802798, 938751: 24.992165950363713}"
3502,889661,"{889661: 194.3208378001718, 889373: 74.93940421980771, 889711: 71.54705089930222, 257621: 66.98820088417519, 343492: 66.41749819247504}"
3503,889796,"{889796: 190.75755790088354, 900123: 78.53235214865346, 322681: 75.74761628100812, 914059: 73.91367212734048, 903793: 71.52589963620926}"
3504,890034,"{890034: 93.04589868776034, 476994: 30.600556376656147, 614335: 30.46991005359094, 722728: 26.12595509328395, 693996: 25.8847992039491}"
3505,890119,"{890119: 160.3558311879623, 779618: 48.727159430360025, 555337: 36.271876089299504, 725268: 32.13460471970281, 870100: 31.188593032634827}"
3506,890142,"{890142: 91.10266637642053, 941568: 24.49643947874359, 343857: 24.226725060140346, 893580: 23.91621522386273, 794381: 23.521161857545096}"
3507,890157,"{890157: 112.92642718870981, 950011: 63.25947328848609, 903417: 62.61502691951978, 892970: 61.762298464845266, 895630: 61.762298464845266}"
3508,890160,"{890160: 103.25341164038952, 682190: 65.10448841342182, 556756: 65.0175388148245, 890158: 64.0234674881767, 360452: 63.8436935194304}"
3509,890162,"{890162: 324.6291101507207, 888953: 92.49601721986221, 704354: 81.53984176595073, 773947: 80.74854726381125, 723246: 76.64346966777917}"
3510,890201,"{890201: 138.07392359045278, 906299: 75.79533555216544, 919519: 72.00142863377137, 917494: 69.15895962943048, 903237: 67.81969040318106}"
3511,890285,"{890285: 85.67393575424212, 922765: 34.01263091221658, 861686: 32.371052063277034, 862871: 28.61485906621166, 663151: 26.03430063460944}"
3512,890290,"{890290: 100.84323843991739, 830325: 27.684609235090978, 777001: 23.659052330430647, 725235: 22.393754109098587, 581339: 20.997870961979533}"
3513,890300,"{890300: 151.6849374723834, 879584: 72.21378692660974, 879586: 71.25641305025707, 890982: 70.88983654489626, 879513: 69.53920465897552}"
3514,890322,"{890322: 84.50294475228141, 373354: 28.614705191441068, 890140: 27.736704723196784, 855295: 26.83886331682927, 886323: 25.343355308881595}"
3515,890327,"{890327: 103.74800896086182, 890136: 27.25418545803417, 651505: 23.450541465158143, 563671: 22.765372177491148, 620120: 22.520144809389}"
3516,890410,"{890410: 62.275184119649566, 521475: 17.23089194225382, 754787: 15.649146772315536, 633485: 15.515440700103982, 936076: 14.915815290818315}"
3517,890481,"{890481: 102.79692889635001, 733348: 28.44118041135429, 527268: 25.616142603525986, 575271: 22.437070630187332, 418879: 21.79261917230534}"
3518,890522,"{890522: 183.68147113549483, 895040: 70.49126215413885, 895630: 69.71609587181389, 892970: 68.10233847810042, 896334: 67.34418465381492}"
3519,890553,"{890553: 174.5975891578772, 873110: 66.43526243294058, 890922: 64.32570728656059, 922516: 64.00990849552926, 873109: 63.68978458933173}"
3520,890581,"{890581: 205.20534949774753, 890582: 188.4895317590008, 920241: 74.5145982310169, 803970: 72.55516312644203, 307920: 71.90448651645417}"
3521,890582,"{890582: 188.4895317590008, 890581: 167.78111581763883, 920241: 72.18760716170165, 895630: 68.71583034214834, 890075: 67.72962776501593}"
3522,890606,"{890606: 97.6122607441482, 877688: 72.73681230703025, 887461: 70.80819654221267, 887464: 70.80819654221267, 887472: 69.88173976802393}"
3523,890612,"{890612: 130.3002575706968, 879584: 68.69889746759632, 875312: 68.37618204200479, 879586: 67.7881222185909, 878372: 66.6090459169733}"
3524,890624,"{890624: 128.81975100854658, 754504: 37.08702996601302, 645428: 34.76380718544898, 368676: 34.068899813274726, 724074: 33.05389457862494}"
3525,890703,"{890703: 178.50808865970146, 300588: 64.50388220588532, 454081: 61.55653569263468, 314577: 61.14813573537117, 706078: 61.05949495632334}"
3526,890737,"{890737: 172.98094421430034, 899893: 71.72260805973373, 901834: 70.20386849529906, 895418: 69.82088390919017, 901371: 69.82088390919017}"
3527,890749,"{890749: 192.4721613481969, 672095: 73.14484902264401, 889711: 68.42717556239297, 890902: 65.9265792230872, 736921: 64.8278843534668}"
3528,890863,"{890863: 80.50934223173982, 876113: 25.25867196850608, 948061: 24.912972829621275, 832231: 21.513726003877615, 785697: 21.485239765264716}"
3529,890894,"{890894: 112.11271823357472, 898774: 35.201094039010286, 876871: 33.92450798091422, 465666: 32.805357163791975, 588817: 32.13008772829332}"
3530,891023,"{891023: 108.48486655156171, 439816: 44.01751794118107, 463097: 43.64186452885858, 626092: 43.45073682081032, 871207: 41.06626657945611}"
3531,891152,"{891152: 81.73828779994649, 890584: 38.047828151198104, 547219: 31.258071980899057, 781090: 27.527846042852417, 620934: 27.373343184606426}"
3532,891231,"{891231: 141.79490777008553, 736954: 44.29288558044139, 735607: 39.48519599920795, 414078: 28.129798395221076, 821512: 27.112001124441623}"
3533,891295,"{891295: 157.04422301572657, 890276: 69.6596136845323, 879585: 69.15789828906003, 881013: 67.64346719587819, 876172: 67.39660777901692}"
3534,891331,"{891331: 136.99627566884934, 892970: 61.41481101822073, 836112: 60.843772994205544, 836113: 60.843772994205544, 836114: 60.843772994205544}"
3535,891484,"{891484: 149.6771300864438, 504493: 40.626476610351055, 890973: 39.91154486297746, 580965: 37.263559695223506, 480589: 34.63498869419355}"
3536,891545,"{891545: 99.52877393082163, 806008: 40.57155786582338, 808005: 33.39584623608064, 884480: 27.808365279259203, 808198: 26.888630482616005}"
3537,891819,"{891819: 118.48922805586673, 943854: 68.4104491348852, 866472: 68.1210906531195, 903750: 66.80542697168842, 761137: 65.76214925282365}"
3538,891949,"{891949: 178.17052056181427, 809019: 72.84843557900736, 895630: 69.71609587181389, 801379: 66.72088757375866, 888540: 66.50345301650133}"
3539,891955,"{891955: 165.44438215369277, 890385: 73.51247818291235, 889327: 71.41734173583448, 890637: 70.07066414765058, 895630: 69.71609587181389}"
3540,892043,"{892043: 475.6318020711368, 784900: 219.662079553727, 926364: 214.8239832090436, 818668: 209.6207971811888, 762061: 203.85693040474303}"
3541,892180,"{892180: 83.40954572023088, 892168: 41.84118507024714, 891556: 40.300580727282245, 892185: 35.92790851575465, 785180: 25.493392281273977}"
3542,892265,"{892265: 213.63889655610498, 930891: 73.8618292277319, 899429: 70.63858381269739, 926601: 69.97165319814887, 926602: 69.97165319814887}"
3543,892270,"{892270: 64.32189278080607, 915910: 25.847735336897138, 520384: 25.219090013723314, 785335: 24.10397970673212, 913014: 23.8125414375733}"
